ATC5;l_atc5;age;sexe;nbc;REM;BSE;BOITES
A11HA03;TOCOPHEROL (VIT E);60;2;54172;855.791,75;1.099.992,76;404421
A11HA03;TOCOPHEROL (VIT E);99;1;13;116,21;142,57;53
A11HA03;TOCOPHEROL (VIT E);99;2;13;91,86;102,22;38
A12AA;CALCIUM;0;9;14;503,71;606,32;26
A12AA;CALCIUM;20;1;859;76.588,84;80.769,94;3452
A12AA;CALCIUM;20;2;534;46.038,77;47.880,87;2039
A12AA;CALCIUM;60;1;2096;200.592,90;203.492,57;8716
A12AA;CALCIUM;60;2;1395;130.075,28;132.218,39;5659
A12AA04;CALCIUM CARBONATE;0;1;8135;78.470,25;97.427,13;18951
A12AA04;CALCIUM CARBONATE;0;2;8200;63.076,25;81.610,51;15782
A12AA04;CALCIUM CARBONATE;20;1;24479;542.458,09;631.607,93;122270
A12AA04;CALCIUM CARBONATE;20;2;95918;1.302.474,86;1.671.357,16;324132
A12AA04;CALCIUM CARBONATE;60;1;62834;1.687.081,16;1.897.465,34;368476
A12AA04;CALCIUM CARBONATE;60;2;244932;4.761.666,59;6.241.834,75;1209032
A12AA04;CALCIUM CARBONATE;99;1;26;804,79;816,56;154
A12AA04;CALCIUM CARBONATE;99;2;74;1.402,91;1.565,84;296
A12AA04;CALCIUM CARBONATE;99;9;22;525,96;616,45;131
A12AX;CALCIUM EN ASSOCIATION AVEC VITAMINE D ET/OU AUTRES MEDICAMENTS;0;1;4580;41.229,29;52.619,95;9162
A12AX;CALCIUM EN ASSOCIATION AVEC VITAMINE D ET/OU AUTRES MEDICAMENTS;0;2;5990;51.101,98;66.346,94;11386
A12AX;CALCIUM EN ASSOCIATION AVEC VITAMINE D ET/OU AUTRES MEDICAMENTS;0;9;13;93,79;108,60;20
A12AX;CALCIUM EN ASSOCIATION AVEC VITAMINE D ET/OU AUTRES MEDICAMENTS;20;1;54203;920.054,33;1.141.265,59;186308
A12AX;CALCIUM EN ASSOCIATION AVEC VITAMINE D ET/OU AUTRES MEDICAMENTS;20;2;252683;4.172.321,97;5.554.743,17;875723
A12AX;CALCIUM EN ASSOCIATION AVEC VITAMINE D ET/OU AUTRES MEDICAMENTS;60;1;158098;3.878.258,26;4.662.933,25;771153
A12AX;CALCIUM EN ASSOCIATION AVEC VITAMINE D ET/OU AUTRES MEDICAMENTS;60;2;1022363;25.010.046,33;33.912.432,77;5353471
A12AX;CALCIUM EN ASSOCIATION AVEC VITAMINE D ET/OU AUTRES MEDICAMENTS;60;9;11;177,74;185,15;35
A12AX;CALCIUM EN ASSOCIATION AVEC VITAMINE D ET/OU AUTRES MEDICAMENTS;99;1;69;1.312,98;1.438,88;272
A12AX;CALCIUM EN ASSOCIATION AVEC VITAMINE D ET/OU AUTRES MEDICAMENTS;99;2;239;4.421,11;5.622,94;941
A12AX;CALCIUM EN ASSOCIATION AVEC VITAMINE D ET/OU AUTRES MEDICAMENTS;99;9;36;573,97;666,54;126
A12BA01;POTASSIUM CHLORURE;0;1;2233;39.196,25;45.059,63;22796
A12BA01;POTASSIUM CHLORURE;0;2;3596;36.562,12;44.696,63;22651
A12BA01;POTASSIUM CHLORURE;20;1;77878;1.111.104,32;1.268.370,12;644081
A12BA01;POTASSIUM CHLORURE;20;2;99668;1.188.135,85;1.403.506,27;712130
A12BA01;POTASSIUM CHLORURE;60;1;378878;7.451.010,89;8.001.929,59;4093552
A12BA01;POTASSIUM CHLORURE;60;2;492871;9.435.256,11;10.436.159,81;5349786
A12BA01;POTASSIUM CHLORURE;99;1;197;3.488,40;3.600,56;1864
A12BA01;POTASSIUM CHLORURE;99;2;201;2.820,53;2.979,43;1528
A12BA05;POTASSIUM GLUCONATE;60;1;13;71,37;74,90;44
A12BA05;POTASSIUM GLUCONATE;60;2;13;44,47;50,94;30
A12BA05;POTASSIUM GLUCONATE;99;9;11;67,29;82,58;47
A12BA51;POTASSIUM CHLORURE EN ASSOCIATION;60;1;11;258,38;260,85;111
A12BA51;POTASSIUM CHLORURE EN ASSOCIATION;60;2;32;496,70;524,54;242
A12CC08;MAGNESIUM PIDOLATE;0;1;98;2.089,43;3.065,25;451
A12CC08;MAGNESIUM PIDOLATE;0;2;184;3.179,83;4.541,62;666
A12CC08;MAGNESIUM PIDOLATE;20;1;1519;48.090,40;58.248,15;9133
A12CC08;MAGNESIUM PIDOLATE;20;2;4505;122.074,35;163.502,93;25318
A12CC08;MAGNESIUM PIDOLATE;60;1;1580;62.096,41;72.922,87;11216
A12CC08;MAGNESIUM PIDOLATE;60;2;3641;125.569,09;162.415,40;24320
A12CC08;MAGNESIUM PIDOLATE;99;9;11;60,86;79,68;22
A12CX;AUTRES ELEMENTS MINERAUX;0;1;1017;16.153,12;18.303,35;4307
A12CX;AUTRES ELEMENTS MINERAUX;0;2;2490;26.027,92;32.989,13;7775
A12CX;AUTRES ELEMENTS MINERAUX;20;1;8643;108.879,26;122.991,37;28750
A12CX;AUTRES ELEMENTS MINERAUX;20;2;8048;78.681,38;92.117,49;21514
A12CX;AUTRES ELEMENTS MINERAUX;60;1;20099;293.939,33;326.259,52;76426
A12CX;AUTRES ELEMENTS MINERAUX;60;2;14836;197.011,87;229.121,82;53677
A12CX;AUTRES ELEMENTS MINERAUX;99;1;12;216,78;219,94;52
A16AA01;LEVOCARNITINE;0;1;1063;254.808,46;275.479,20;38629
A16AA01;LEVOCARNITINE;0;2;1089;222.656,50;245.780,00;34551
A16AA01;LEVOCARNITINE;20;1;4010;1.000.572,19;1.114.060,04;157074
A16AA01;LEVOCARNITINE;20;2;12631;2.772.555,41;3.231.034,18;456299
A16AA01;LEVOCARNITINE;60;1;3824;770.033,80;818.771,93;116889
A16AA01;LEVOCARNITINE;60;2;6269;1.368.666,96;1.507.493,87;213222
A16AA07;METRELEPTINE;20;9;22;8.038.450,94;8.038.450,94;194
A16AB09;IDURSULFASE;0;1;16;4.966.176,66;4.966.176,66;1847
A16AB09;IDURSULFASE;20;1;12;7.464.053,28;7.464.053,28;2776
A16AB13;ASFOTASE ALPHA;20;9;11;4.953.874,57;4.972.470,34;103
A16AB13;ASFOTASE ALPHA;99;9;15;6.601.499,42;6.694.478,28;126
A16AX;DIVERS MEDICAMENTS DU TRACTUS ALIMENTAIRE ET DU METABOLISME;20;1;568;343.800,62;370.822,66;6951
A16AX;DIVERS MEDICAMENTS DU TRACTUS ALIMENTAIRE ET DU METABOLISME;20;2;448;246.348,12;266.433,30;4995
A16AX;DIVERS MEDICAMENTS DU TRACTUS ALIMENTAIRE ET DU METABOLISME;60;1;3769;2.674.296,55;2.804.480,82;52560
A16AX;DIVERS MEDICAMENTS DU TRACTUS ALIMENTAIRE ET DU METABOLISME;60;2;2603;1.640.273,71;1.738.344,63;32590
A16AX02;ANETHOLE TRITHIONE;0;1;366;1.278,81;2.606,59;1354
A16AX02;ANETHOLE TRITHIONE;0;2;406;969,17;2.283,97;1214
A16AX02;ANETHOLE TRITHIONE;20;1;12198;118.282,06;148.793,79;75088
A16AX02;ANETHOLE TRITHIONE;20;2;18710;138.216,40;192.405,52;97946
A16AX02;ANETHOLE TRITHIONE;60;1;14581;103.514,74;151.698,04;77679
A16AX02;ANETHOLE TRITHIONE;60;2;37140;241.548,47;398.759,08;204468
A16AX02;ANETHOLE TRITHIONE;99;9;14;95,63;114,80;56
A16AX08;TEDUGLUTIDE;0;1;37;6.101.272,89;6.265.561,96;388
A16AX08;TEDUGLUTIDE;0;2;27;4.352.546,72;4.393.899,11;283
A16AX08;TEDUGLUTIDE;20;1;45;7.325.499,41;7.342.199,52;466
A16AX08;TEDUGLUTIDE;20;2;29;4.346.649,15;4.357.782,56;278
A16AX08;TEDUGLUTIDE;60;1;23;3.610.275,58;3.615.842,28;254
A16AX08;TEDUGLUTIDE;60;2;38;5.415.572,35;5.431.676,10;350
A16AX08;TEDUGLUTIDE;99;9;11;819.948,42;907.556,46;112
A16AX12;TRIENTINE;0;1;18;990.050,42;1.017.756,00;360
A16AX12;TRIENTINE;0;2;15;694.901,18;706.775,00;250
A16AX12;TRIENTINE;20;1;147;7.497.812,67;7.575.494,80;2807
A16AX12;TRIENTINE;20;2;130;5.546.172,59;5.611.619,25;2084
A16AX12;TRIENTINE;60;2;15;715.256,30;715.256,30;253
A16AX14;MIGALASTAT;20;1;66;10.789.885,10;10.901.264,34;694
A16AX14;MIGALASTAT;20;2;43;6.606.697,70;6.737.335,52;436
A16AX14;MIGALASTAT;60;1;60;10.399.830,62;10.441.520,24;682
A16AX14;MIGALASTAT;60;2;39;7.161.621,49;7.234.018,00;454
A16AX16;GIVOSIRAN;99;9;12;1.962.607,46;1.962.607,46;54
A16AX18;LUMASIRAN;0;1;12;2.333.910,73;2.341.187,95;55
A16AX18;LUMASIRAN;0;2;18;3.502.722,53;3.749.108,65;85
A16AX18;LUMASIRAN;20;1;11;3.848.316,58;3.848.316,58;82
B01AA03;WARFARINE;0;1;442;16.288,06;17.657,74;8264
B01AA03;WARFARINE;0;2;370;14.025,33;15.043,56;6962
B01AA03;WARFARINE;0;9;15;191,41;212,62;41
B01AA03;WARFARINE;20;1;17581;1.044.763,64;1.108.302,23;427760
B01AA03;WARFARINE;20;2;13193;788.651,37;840.410,16;326406
B01AA03;WARFARINE;60;1;51737;2.287.831,96;2.354.228,86;1091659
B01AA03;WARFARINE;60;2;40789;1.611.703,02;1.669.462,70;837266
B01AA03;WARFARINE;99;1;37;1.524,53;1.534,53;703
B01AA03;WARFARINE;99;2;22;1.002,68;1.036,77;399
B01AA07;ACENOCOUMAROL;0;1;17;95,63;112,86;57
B01AA07;ACENOCOUMAROL;20;1;1945;28.536,54;31.897,87;17708
B01AA07;ACENOCOUMAROL;20;2;1502;20.108,71;22.710,02;12781
B01AA07;ACENOCOUMAROL;60;1;7940;117.430,13;122.600,55;72498
B01AA07;ACENOCOUMAROL;60;2;5427;80.625,13;85.435,34;52405
B01AA07;ACENOCOUMAROL;99;9;11;271,38;272,61;233
B01AA12;FLUINDIONE;0;1;71;822,41;958,62;386
B01AA12;FLUINDIONE;0;2;33;361,32;405,55;165
B01AA12;FLUINDIONE;20;1;12643;349.551,44;395.074,08;159202
B01AA12;FLUINDIONE;20;2;8255;200.821,00;231.419,93;92620
B01AA12;FLUINDIONE;60;1;84416;1.777.096,74;1.917.044,66;775411
B01AA12;FLUINDIONE;60;2;55272;992.202,33;1.099.235,89;443664
B01AA12;FLUINDIONE;99;1;39;799,31;824,99;336
B01AA12;FLUINDIONE;99;2;23;413,89;439,57;179
B01AB01;HEPARINE;0;1;16;1.008,38;1.153,16;227
B01AB01;HEPARINE;0;2;25;1.380,49;1.549,40;305
B01AB01;HEPARINE;0;9;20;1.447,64;1.688,50;346
B01AB01;HEPARINE;20;1;1424;126.178,42;137.461,24;27191
B01AB01;HEPARINE;20;2;1123;90.510,86;100.788,76;20395
B01AB01;HEPARINE;60;1;10166;870.474,90;958.511,63;197149
B01AB01;HEPARINE;60;2;6303;536.506,16;600.694,47;133444
B01AB01;HEPARINE;99;9;11;203,56;280,29;105
B01AB04;DALTEPARINE;0;1;12;1.139,12;1.752,49;173
B01AB04;DALTEPARINE;0;2;15;632,62;820,53;81
B01AB04;DALTEPARINE;20;1;316;39.116,16;46.319,57;3852
B01AB04;DALTEPARINE;20;2;1154;99.877,86;122.346,24;9257
B01AB04;DALTEPARINE;60;1;787;133.163,89;148.476,36;11989
B01AB04;DALTEPARINE;60;2;1075;143.936,86;170.210,02;15131
B01AB05;ENOXAPARINE;0;1;22252;1.760.561,18;2.637.505,64;116813
B01AB05;ENOXAPARINE;0;2;18551;1.300.836,20;1.910.499,05;87842
B01AB05;ENOXAPARINE;0;9;63;3.088,17;3.906,62;204
B01AB05;ENOXAPARINE;20;1;195364;15.926.450,08;22.203.128,94;934250
B01AB05;ENOXAPARINE;20;2;388681;31.287.500,45;40.991.937,81;1732629
B01AB05;ENOXAPARINE;20;9;13;2.845,68;3.203,52;47
B01AB05;ENOXAPARINE;60;1;240626;22.595.355,59;28.051.687,32;1127924
B01AB05;ENOXAPARINE;60;2;287602;25.849.246,77;33.164.253,73;1401559
B01AB05;ENOXAPARINE;60;9;12;670,01;823,04;32
B01AB05;ENOXAPARINE;99;1;41;2.764,03;3.376,98;150
B01AB05;ENOXAPARINE;99;2;59;7.246,53;8.170,05;337
B01AB05;ENOXAPARINE;99;9;13;124,41;180,81;21
B01AB06;NADROPARINE;0;1;11;481,88;741,36;24
B01AB06;NADROPARINE;0;9;14;613,95;900,46;22
B01AB06;NADROPARINE;20;1;402;46.913,07;60.881,53;967
B01AB06;NADROPARINE;20;2;874;90.018,80;116.840,33;2440
B01AB06;NADROPARINE;20;9;14;4.514,40;4.842,72;59
B01AB06;NADROPARINE;60;1;827;122.341,05;136.774,16;1973
B01AB06;NADROPARINE;60;2;1031;135.294,78;155.199,32;2743
B01AB06;NADROPARINE;99;9;30;927,00;1.173,06;61
B01AB10;TINZAPARINE;0;1;6042;573.295,30;818.715,70;17102
B01AB10;TINZAPARINE;0;2;4374;386.368,92;549.854,69;11519
B01AB10;TINZAPARINE;20;1;78654;13.819.674,42;17.069.416,87;248272
B01AB10;TINZAPARINE;20;2;101644;16.576.779,42;20.414.358,24;305948
B01AB10;TINZAPARINE;60;1;104064;34.475.415,23;38.406.257,51;419560
B01AB10;TINZAPARINE;60;2;112117;28.628.685,81;32.835.874,81;429096
B01AB10;TINZAPARINE;99;1;11;6.616,92;6.789,75;55
B01AB10;TINZAPARINE;99;2;15;1.298,70;1.659,82;37
B01AB10;TINZAPARINE;99;9;12;8.441,61;8.650,41;87
B01AC04;CLOPIDOGREL;0;1;60;923,49;1.110,75;143
B01AC04;CLOPIDOGREL;0;2;76;1.068,34;1.364,00;176
B01AC04;CLOPIDOGREL;0;9;25;271,76;347,15;44
B01AC04;CLOPIDOGREL;20;1;60357;3.335.814,13;3.560.775,06;455504
B01AC04;CLOPIDOGREL;20;2;25345;1.394.466,91;1.516.517,39;193137
B01AC04;CLOPIDOGREL;20;9;13;342,08;364,14;34
B01AC04;CLOPIDOGREL;60;1;384209;25.144.164,24;26.194.977,88;3356273
B01AC04;CLOPIDOGREL;60;2;206550;13.339.738,69;14.224.629,66;1814289
B01AC04;CLOPIDOGREL;60;9;26;586,24;600,23;58
B01AC04;CLOPIDOGREL;99;1;197;10.028,15;10.114,59;1302
B01AC04;CLOPIDOGREL;99;2;75;3.287,16;3.317,00;428
B01AC04;CLOPIDOGREL;99;9;22;315,85;334,14;42
B01AC05;TICLOPIDINE;20;1;16;1.803,34;2.059,84;157
B01AC05;TICLOPIDINE;20;2;11;971,54;1.167,68;89
B01AC05;TICLOPIDINE;20;9;13;1.413,68;1.600,64;122
B01AC05;TICLOPIDINE;60;1;228;42.115,86;44.791,68;3414
B01AC05;TICLOPIDINE;60;2;208;31.540,82;35.320,04;2681
B01AC06;ACETYLSALICYLIQUE ACIDE;0;1;3422;19.422,07;22.756,86;12611
B01AC06;ACETYLSALICYLIQUE ACIDE;0;2;3066;15.445,84;18.467,53;10157
B01AC06;ACETYLSALICYLIQUE ACIDE;0;9;35;94,27;121,93;38
B01AC06;ACETYLSALICYLIQUE ACIDE;20;1;505853;6.577.696,36;7.222.372,09;3706724
B01AC06;ACETYLSALICYLIQUE ACIDE;20;2;284180;3.123.888,46;3.578.387,08;1866726
B01AC06;ACETYLSALICYLIQUE ACIDE;60;1;2188838;31.861.816,67;34.413.451,55;18512736
B01AC06;ACETYLSALICYLIQUE ACIDE;60;2;1647531;22.536.761,92;25.427.374,59;13948545
B01AC06;ACETYLSALICYLIQUE ACIDE;60;9;13;25,22;30,43;16
B01AC06;ACETYLSALICYLIQUE ACIDE;99;1;1249;14.027,41;14.329,72;8403
B01AC06;ACETYLSALICYLIQUE ACIDE;99;2;856;9.255,73;9.527,87;5596
B01AC06;ACETYLSALICYLIQUE ACIDE;99;9;35;76,79;84,52;49
B01AC22;PRASUGREL;20;1;7777;939.295,97;991.876,61;52943
B01AC22;PRASUGREL;20;2;1505;158.319,65;170.223,39;9020
B01AC22;PRASUGREL;60;1;9441;1.223.144,55;1.269.084,82;66806
B01AC22;PRASUGREL;60;2;2411;281.877,08;294.154,23;15355
B01AC24;TICAGRELOR;0;1;13;1.146,79;1.641,56;30
B01AC24;TICAGRELOR;0;2;25;2.133,49;2.774,02;53
B01AC24;TICAGRELOR;20;1;34888;11.052.081,68;11.861.000,78;219251
B01AC24;TICAGRELOR;20;2;8216;2.409.374,34;2.597.846,40;47811
B01AC24;TICAGRELOR;60;1;55553;17.771.008,29;18.616.316,53;344012
B01AC24;TICAGRELOR;60;2;22045;6.826.799,22;7.187.543,84;132529
B01AC24;TICAGRELOR;99;1;44;15.000,38;15.386,54;287
B01AC24;TICAGRELOR;99;2;21;5.627,79;5.869,24;110
B01AC30;ASSOCIATIONS;0;1;41;460,95;561,44;88
B01AC30;ASSOCIATIONS;0;2;54;753,33;912,80;124
B01AC30;ASSOCIATIONS;20;1;33774;1.415.889,19;1.502.165,54;222614
B01AC30;ASSOCIATIONS;20;2;9823;373.623,42;396.798,37;58462
B01AC30;ASSOCIATIONS;20;9;14;146,46;149,88;15
B01AC30;ASSOCIATIONS;60;1;131543;5.974.635,73;6.192.260,56;918505
B01AC30;ASSOCIATIONS;60;2;50616;2.118.044,96;2.214.484,53;326470
B01AC30;ASSOCIATIONS;99;1;93;3.473,68;3.519,79;522
B01AC30;ASSOCIATIONS;99;2;28;1.063,23;1.065,46;167
B01AE07;DABIGATRAN;0;1;18;1.569,43;1.903,62;59
B01AE07;DABIGATRAN;0;2;24;1.184,01;1.593,39;56
B01AE07;DABIGATRAN;20;1;4057;675.845,22;729.985,20;29538
B01AE07;DABIGATRAN;20;2;2256;335.220,52;368.539,45;14599
B01AE07;DABIGATRAN;20;9;16;211,13;256,37;38
B01AE07;DABIGATRAN;60;1;51138;12.055.456,64;12.475.480,57;517165
B01AE07;DABIGATRAN;60;2;39020;8.926.941,10;9.320.287,18;388316
B01AE07;DABIGATRAN;60;9;12;732,75;906,07;31
B01AE07;DABIGATRAN;99;9;41;4.844,92;4.950,81;207
B01AF01;RIVAROXABAN;0;1;1446;168.793,46;215.171,87;6329
B01AF01;RIVAROXABAN;0;2;1200;122.218,54;158.128,68;4739
B01AF01;RIVAROXABAN;20;1;80229;18.726.214,09;22.339.606,07;592893
B01AF01;RIVAROXABAN;20;2;50957;9.819.995,43;11.820.617,44;304937
B01AF01;RIVAROXABAN;20;9;29;1.108,11;1.399,65;62
B01AF01;RIVAROXABAN;60;1;368231;130.659.258,71;139.711.322,36;3763475
B01AF01;RIVAROXABAN;60;2;289626;98.963.096,73;107.054.991,30;2820591
B01AF01;RIVAROXABAN;99;1;139;34.088,91;35.236,68;930
B01AF01;RIVAROXABAN;99;2;126;26.923,41;27.581,94;706
B01AF01;RIVAROXABAN;99;9;24;1.181,95;1.197,92;51
B01AF02;APIXABAN;0;1;1046;95.933,41;129.332,42;2178
B01AF02;APIXABAN;0;2;1068;115.236,89;158.856,07;2675
B01AF02;APIXABAN;0;9;19;291,90;449,08;22
B01AF02;APIXABAN;20;1;112068;35.861.101,49;41.489.804,52;700139
B01AF02;APIXABAN;20;2;77808;21.143.045,14;24.918.341,76;419634
B01AF02;APIXABAN;60;1;751955;386.564.630,90;408.217.284,00;6905862
B01AF02;APIXABAN;60;2;723318;361.602.418,98;387.025.881,41;6549559
B01AF02;APIXABAN;99;1;348;125.663,71;128.511,00;2180
B01AF02;APIXABAN;99;2;347;131.675,67;136.490,47;2315
B01AX05;FONDAPARINUX;0;1;5585;396.450,72;600.751,32;21568
B01AX05;FONDAPARINUX;0;2;4228;283.475,59;429.585,76;15653
B01AX05;FONDAPARINUX;20;1;45574;3.961.518,45;5.662.647,97;181529
B01AX05;FONDAPARINUX;20;2;53841;4.430.288,47;6.290.783,74;203847
B01AX05;FONDAPARINUX;60;1;27681;3.031.042,90;3.941.236,23;110998
B01AX05;FONDAPARINUX;60;2;50477;5.196.268,76;6.919.990,34;210395
B02AA02;TRANEXAMIQUE ACIDE;0;1;6733;31.341,65;41.536,44;16274
B02AA02;TRANEXAMIQUE ACIDE;0;2;32346;136.100,38;204.741,20;77436
B02AA02;TRANEXAMIQUE ACIDE;20;1;24959;119.590,31;158.781,93;61344
B02AA02;TRANEXAMIQUE ACIDE;20;2;271277;1.289.282,55;1.932.557,80;728053
B02AA02;TRANEXAMIQUE ACIDE;60;1;60312;324.384,68;405.638,38;159468
B02AA02;TRANEXAMIQUE ACIDE;60;2;48007;270.498,91;341.698,39;132767
B02AA02;TRANEXAMIQUE ACIDE;99;2;12;42,54;54,41;15
B02AA02;TRANEXAMIQUE ACIDE;99;9;30;96,77;135,27;57
B02BA01;PHYTOMENADIONE;0;1;102770;429.448,45;645.885,50;126825
B02BA01;PHYTOMENADIONE;0;2;98867;416.860,13;621.706,14;122031
B02BA01;PHYTOMENADIONE;20;1;3279;35.317,18;42.088,29;8330
B02BA01;PHYTOMENADIONE;20;2;67150;402.811,82;427.393,03;83517
B02BA01;PHYTOMENADIONE;60;1;4798;46.885,81;51.981,22;10303
B02BA01;PHYTOMENADIONE;60;2;4456;40.528,14;46.351,91;9184
B02BX04;ROMIPLOSTIME;0;1;82;1.373.851,33;1.497.238,64;2149
B02BX04;ROMIPLOSTIME;0;2;84;1.303.353,88;1.351.398,28;1915
B02BX04;ROMIPLOSTIME;20;1;384;9.878.481,87;10.270.924,07;11931
B02BX04;ROMIPLOSTIME;20;2;477;11.204.355,34;11.688.409,43;14111
B02BX04;ROMIPLOSTIME;60;1;963;23.751.339,06;24.071.101,04;29899
B02BX04;ROMIPLOSTIME;60;2;763;19.899.116,76;20.158.634,52;25324
B02BX05;ELTROMBOPAG;0;1;124;1.622.426,79;1.727.310,14;1119
B02BX05;ELTROMBOPAG;0;2;136;1.472.705,68;1.612.354,99;1104
B02BX05;ELTROMBOPAG;20;1;844;10.719.920,56;11.488.992,42;7054
B02BX05;ELTROMBOPAG;20;2;1030;11.214.917,91;11.874.954,30;8044
B02BX05;ELTROMBOPAG;60;1;2552;30.814.355,76;31.486.262,59;21263
B02BX05;ELTROMBOPAG;60;2;1929;23.004.592,53;23.517.764,83;16670
B02BX05;ELTROMBOPAG;60;9;12;39.676,81;40.572,00;45
B02BX06;EMICIZUMAB;0;1;474;75.602.187,21;76.248.682,17;14519
B02BX06;EMICIZUMAB;20;1;625;189.309.529,97;190.750.121,04;30417
B02BX06;EMICIZUMAB;20;2;11;197.915,92;197.915,92;55
B02BX06;EMICIZUMAB;60;1;95;27.275.141,42;27.275.141,42;4496
B02BX09;FOSTAMATINIB;20;1;46;503.336,54;528.222,72;262
B02BX09;FOSTAMATINIB;20;2;64;811.455,95;849.853,00;432
B02BX09;FOSTAMATINIB;60;1;82;921.624,96;945.341,52;498
B02BX09;FOSTAMATINIB;60;2;74;924.988,84;938.396,03;499
B03AA02;FUMARATE FERREUX;0;1;2880;5.618,94;7.869,24;3925
B03AA02;FUMARATE FERREUX;0;2;14371;26.011,97;38.159,45;18868
B03AA02;FUMARATE FERREUX;20;1;8991;27.460,50;34.968,39;17436
B03AA02;FUMARATE FERREUX;20;2;132913;289.829,85;388.312,59;192182
B03AA02;FUMARATE FERREUX;60;1;32145;146.482,54;171.786,24;85888
B03AA02;FUMARATE FERREUX;60;2;51983;228.901,74;279.436,52;139819
B03AA02;FUMARATE FERREUX;99;1;41;253,72;274,62;138
B03AA02;FUMARATE FERREUX;99;2;42;198,60;220,89;111
B03AA06;SUCCINATE FERREUX;0;1;421;1.840,50;2.720,00;544
B03AA06;SUCCINATE FERREUX;0;2;3686;16.044,76;24.046,56;4808
B03AA06;SUCCINATE FERREUX;20;1;1186;7.831,59;10.583,98;2117
B03AA06;SUCCINATE FERREUX;20;2;62435;330.432,88;428.861,62;85760
B03AA06;SUCCINATE FERREUX;60;1;2656;29.955,72;35.482,22;7096
B03AA06;SUCCINATE FERREUX;60;2;5267;52.289,69;64.932,82;12983
B03AA06;SUCCINATE FERREUX;99;9;13;134,25;185,00;37
B03AA07;SULFATE FERREUX;0;1;17043;66.989,64;99.435,95;29130
B03AA07;SULFATE FERREUX;0;2;117477;507.060,05;760.884,58;214532
B03AA07;SULFATE FERREUX;20;1;68352;488.729,87;648.812,92;194131
B03AA07;SULFATE FERREUX;20;2;1045092;5.687.571,84;7.790.468,34;2254155
B03AA07;SULFATE FERREUX;60;1;200239;2.356.821,53;2.837.273,33;905889
B03AA07;SULFATE FERREUX;60;2;308619;3.375.273,07;4.235.392,57;1371285
B03AA07;SULFATE FERREUX;99;1;262;3.047,34;3.527,04;1154
B03AA07;SULFATE FERREUX;99;2;376;3.840,07;4.649,70;1538
B03AA10;ASCORBATE FERREUX;0;1;9363;28.566,62;42.989,44;17167
B03AA10;ASCORBATE FERREUX;0;2;66043;215.916,40;325.928,22;128703
B03AA10;ASCORBATE FERREUX;20;1;33308;156.869,20;217.847,08;89614
B03AA10;ASCORBATE FERREUX;20;2;666901;2.708.948,93;3.693.659,16;1481717
B03AA10;ASCORBATE FERREUX;60;1;69602;610.939,74;744.927,02;317996
B03AA10;ASCORBATE FERREUX;60;2;126601;1.006.373,19;1.280.449,28;548982
B03AA10;ASCORBATE FERREUX;99;1;87;591,27;693,81;325
B03AA10;ASCORBATE FERREUX;99;2;149;1.020,48;1.294,75;578
B03AB03;EDETATE DE FER SODIQUE;0;1;83915;394.672,64;595.693,87;242555
B03AB03;EDETATE DE FER SODIQUE;0;2;79265;379.172,20;574.043,42;232725
B03AB03;EDETATE DE FER SODIQUE;20;1;3297;27.437,60;36.103,50;14678
B03AB03;EDETATE DE FER SODIQUE;20;2;82786;645.661,31;866.405,60;350414
B03AB03;EDETATE DE FER SODIQUE;60;1;5137;79.781,42;93.905,78;38199
B03AB03;EDETATE DE FER SODIQUE;60;2;13999;185.044,49;229.447,05;93239
B03AB03;EDETATE DE FER SODIQUE;99;2;14;150,78;216,27;89
B03BA01;CYANOCOBALAMINE;0;1;3133;13.055,20;18.471,84;9391
B03BA01;CYANOCOBALAMINE;0;2;7521;28.409,42;41.637,84;21082
B03BA01;CYANOCOBALAMINE;20;1;57350;316.689,80;414.669,63;211021
B03BA01;CYANOCOBALAMINE;20;2;191201;914.319,52;1.249.793,77;634882
B03BA01;CYANOCOBALAMINE;60;1;150404;1.171.948,05;1.421.611,14;723073
B03BA01;CYANOCOBALAMINE;60;2;217753;1.522.620,49;1.908.681,84;970563
B03BA01;CYANOCOBALAMINE;99;1;149;1.176,24;1.290,90;662
B03BA01;CYANOCOBALAMINE;99;2;169;1.010,88;1.240,20;636
B03BA03;HYDROXOCOBALAMINE;60;2;12;54,72;65,26;26
B03BB01;FOLIQUE ACIDE;0;1;39474;168.981,96;217.871,43;133473
B03BB01;FOLIQUE ACIDE;0;2;88837;324.427,80;451.254,46;249401
B03BB01;FOLIQUE ACIDE;20;1;237391;1.318.119,55;1.617.816,88;1021431
B03BB01;FOLIQUE ACIDE;20;2;1325775;6.757.327,14;9.452.677,51;3693698
B03BB01;FOLIQUE ACIDE;60;1;429384;3.455.870,53;4.039.451,34;2658389
B03BB01;FOLIQUE ACIDE;60;2;583638;4.550.913,40;5.452.466,07;3621087
B03BB01;FOLIQUE ACIDE;99;1;224;1.666,63;1.879,78;1275
B03BB01;FOLIQUE ACIDE;99;2;300;1.740,81;2.003,82;1348
B03BB01;FOLIQUE ACIDE;99;9;55;251,58;304,70;147
B03XA01;ERYTHROPOIETINE;0;1;464;126.861,62;149.671,55;1257
B03XA01;ERYTHROPOIETINE;0;2;604;233.376,59;275.003,39;1949
B03XA01;ERYTHROPOIETINE;0;9;62;19.715,97;22.410,97;113
B03XA01;ERYTHROPOIETINE;20;1;3048;3.875.347,58;4.029.830,01;24720
