ATC5;l_atc5;age;sexe;nbc;REM;BSE;BOITES
L01DC01;BLEOMYCINE;99;9;14;964,79;964,79;24
L01EA01;IMATINIB;0;1;63;286.369,97;287.123,43;534
L01EA01;IMATINIB;0;2;14;61.872,63;61.872,63;159
L01EA01;IMATINIB;20;1;1688;10.967.802,52;11.032.116,29;16683
L01EA01;IMATINIB;20;2;1109;6.228.203,36;6.336.589,47;10125
L01EA01;IMATINIB;20;9;14;20.375,85;20.375,85;53
L01EA01;IMATINIB;60;1;4068;25.965.338,79;26.019.774,74;41720
L01EA01;IMATINIB;60;2;3202;17.983.523,96;18.048.676,64;32274
L01EA01;IMATINIB;60;9;38;69.529,44;69.529,44;123
L01EA01;IMATINIB;99;9;12;27.124,56;27.124,56;36
L01EA02;DASATINIB;0;1;13;63.034,65;63.034,65;45
L01EA02;DASATINIB;20;1;830;9.641.176,32;9.754.756,66;5968
L01EA02;DASATINIB;20;2;556;5.231.566,46;5.332.627,88;3409
L01EA02;DASATINIB;20;9;81;393.443,82;400.416,02;283
L01EA02;DASATINIB;60;1;680;5.627.966,02;5.632.149,34;3671
L01EA02;DASATINIB;60;2;762;6.277.314,13;6.284.397,18;4198
L01EA02;DASATINIB;60;9;39;105.876,59;105.876,59;83
L01EA02;DASATINIB;99;9;12;22.311,04;23.705,48;17
L01EA03;NILOTINIB;0;9;13;157.676,44;157.676,44;76
L01EA03;NILOTINIB;20;1;798;14.053.140,69;14.219.412,45;7816
L01EA03;NILOTINIB;20;2;648;10.789.787,98;10.896.126,59;6126
L01EA03;NILOTINIB;60;1;466;7.857.847,90;7.857.847,90;4513
L01EA03;NILOTINIB;60;2;491;7.408.848,05;7.441.810,90;4596
L01EA04;BOSUTINIB;20;1;337;5.081.377,39;5.102.476,34;5600
L01EA04;BOSUTINIB;20;2;205;2.447.084,68;2.447.084,68;3459
L01EA04;BOSUTINIB;20;9;24;45.514,99;45.514,99;43
L01EA04;BOSUTINIB;60;1;640;8.109.065,75;8.122.796,65;11433
L01EA04;BOSUTINIB;60;2;395;4.675.030,50;4.680.642,76;7211
L01EA04;BOSUTINIB;60;9;13;9.039,81;9.039,81;39
L01EA05;PONATINIB;0;1;12;318.315,00;318.315,00;75
L01EA05;PONATINIB;20;1;263;8.116.221,93;8.210.714,80;1916
L01EA05;PONATINIB;20;2;164;4.804.404,74;4.863.823,54;1136
L01EA05;PONATINIB;60;1;167;5.713.486,94;5.713.486,94;1330
L01EA05;PONATINIB;60;2;155;4.542.007,04;4.558.983,84;1071
L01EA06;ASCIMINIB;20;1;219;7.526.907,65;7.587.952,14;1610
L01EA06;ASCIMINIB;20;2;171;6.172.785,95;6.172.785,95;1311
L01EA06;ASCIMINIB;60;1;387;14.398.347,85;14.417.130,77;3070
L01EA06;ASCIMINIB;60;2;326;11.557.665,96;11.571.753,15;2460
L01EB01;GEFITINIB;60;1;12;53.580,15;53.580,15;71
L01EB01;GEFITINIB;60;2;79;427.809,54;427.809,54;559
L01EB02;ERLOTINIB;20;1;13;51.851,22;51.851,22;61
L01EB02;ERLOTINIB;20;2;11;42.501,00;42.501,00;50
L01EB02;ERLOTINIB;20;9;24;73.034,24;73.034,24;96
L01EB02;ERLOTINIB;60;1;59;199.203,94;204.761,54;263
L01EB02;ERLOTINIB;60;2;171;749.214,87;751.764,93;1324
L01EB02;ERLOTINIB;60;9;21;61.430,20;61.430,20;182
L01EB02;ERLOTINIB;99;9;24;70.425,90;70.425,90;99
L01EB03;AFATINIB;20;1;19;176.462,15;176.462,15;101
L01EB03;AFATINIB;20;2;32;373.163,30;373.163,30;212
L01EB03;AFATINIB;60;1;87;965.083,75;965.083,75;550
L01EB03;AFATINIB;60;2;186;2.120.531,74;2.131.014,64;1207
L01EB03;AFATINIB;99;9;11;54.161,65;54.161,65;31
L01EB04;OSIMERTINIB;0;1;12;88.619,81;88.619,81;17
L01EB04;OSIMERTINIB;20;1;474;15.453.577,43;15.795.321,43;3031
L01EB04;OSIMERTINIB;20;2;851;36.599.265,43;36.947.790,00;7030
L01EB04;OSIMERTINIB;60;1;1792;76.311.415,77;76.631.978,15;14689
L01EB04;OSIMERTINIB;60;2;4497;195.629.434,73;196.220.081,22;37635
L01EC01;VEMURAFENIB;0;9;11;118.023,84;118.023,84;72
L01EC01;VEMURAFENIB;20;1;43;983.532,00;983.532,00;600
L01EC01;VEMURAFENIB;20;2;19;598.315,30;598.315,30;365
L01EC01;VEMURAFENIB;60;1;83;1.799.181,62;1.799.181,62;1096
L01EC01;VEMURAFENIB;60;2;34;685.193,96;685.193,96;418
L01EC02;DABRAFENIB;0;1;37;990.595,25;1.022.056,78;229
L01EC02;DABRAFENIB;0;2;35;840.192,79;886.210,09;198
L01EC02;DABRAFENIB;20;1;453;13.323.678,13;13.427.695,53;2695
L01EC02;DABRAFENIB;20;2;450;13.307.658,90;13.427.278,91;2748
L01EC02;DABRAFENIB;60;1;740;22.209.322,25;22.209.322,25;4523
L01EC02;DABRAFENIB;60;2;662;18.243.596,78;18.335.788,87;3828
L01EC03;ENCORAFENIB;20;1;355;12.611.575,68;12.733.125,12;7752
L01EC03;ENCORAFENIB;20;2;301;10.655.286,72;10.660.214,40;6490
L01EC03;ENCORAFENIB;60;1;648;20.683.461,20;20.688.388,88;12773
L01EC03;ENCORAFENIB;60;2;562;16.089.745,28;16.099.600,64;10046
L01ED01;CRIZOTINIB;20;1;72;1.649.918,96;1.671.590,36;454
L01ED01;CRIZOTINIB;20;2;102;2.525.481,31;2.525.481,31;687
L01ED01;CRIZOTINIB;60;1;276;5.749.132,62;5.785.984,06;1593
L01ED01;CRIZOTINIB;60;2;394;8.268.778,93;8.276.002,73;2272
L01ED02;CERITINIB;60;1;14;459.802,14;459.802,14;122
L01ED03;ALECTINIB;0;9;12;172.422,12;172.422,12;39
L01ED03;ALECTINIB;20;1;227;9.079.037,29;9.149.774,57;2054
L01ED03;ALECTINIB;20;2;269;11.256.158,36;11.340.158,88;2550
L01ED03;ALECTINIB;60;1;375;14.514.405,64;14.514.405,64;3283
L01ED03;ALECTINIB;60;2;568;22.505.485,76;22.567.380,88;5086
L01ED04;BRIGATINIB;20;1;86;2.624.803,27;2.662.163,37;827
L01ED04;BRIGATINIB;20;2;112;3.479.940,92;3.479.940,92;1146
L01ED04;BRIGATINIB;60;1;125;3.450.931,46;3.450.931,46;1129
L01ED04;BRIGATINIB;60;2;190;5.644.915,44;5.691.470,06;2124
L01ED05;LORLATINIB;20;1;157;4.585.649,70;4.650.394,88;1214
L01ED05;LORLATINIB;20;2;213;5.603.064,85;5.656.384,41;1474
L01ED05;LORLATINIB;60;1;222;5.502.650,87;5.502.650,87;1430
L01ED05;LORLATINIB;60;2;313;7.274.939,77;7.293.982,47;1910
L01EE01;TRAMETINIB;0;1;66;1.265.417,21;1.276.144,89;769
L01EE01;TRAMETINIB;0;2;62;1.098.872,39;1.098.872,39;803
L01EE01;TRAMETINIB;20;1;485;13.398.849,35;13.511.509,96;3685
L01EE01;TRAMETINIB;20;2;484;13.665.229,94;13.746.979,86;4316
L01EE01;TRAMETINIB;60;1;798;22.163.066,38;22.163.066,38;6996
L01EE01;TRAMETINIB;60;2;733;19.376.532,02;19.433.752,97;6991
L01EE01;TRAMETINIB;99;9;11;160.399,14;160.399,14;33
L01EE02;COBIMETINIB;20;1;50;1.439.801,40;1.451.093,96;257
L01EE02;COBIMETINIB;20;2;30;677.553,60;677.553,60;120
L01EE02;COBIMETINIB;60;1;78;2.156.878,96;2.156.878,96;382
L01EE02;COBIMETINIB;60;2;37;871.175,84;871.175,84;153
L01EE03;BINIMETINIB;20;1;287;9.164.994,44;9.252.549,88;3593
L01EE03;BINIMETINIB;20;2;243;7.488.565,28;7.488.565,28;2908
L01EE03;BINIMETINIB;60;1;382;11.826.494,40;11.826.494,40;4592
L01EE03;BINIMETINIB;60;2;283;8.816.436,26;8.824.161,74;3428
L01EE04;SELUMETINIB;0;1;56;4.911.294,41;5.060.382,38;786
L01EE04;SELUMETINIB;0;2;39;3.425.034,28;3.591.210,82;561
L01EF01;PALBOCICLIB;20;1;33;285.901,66;285.901,66;166
L01EF01;PALBOCICLIB;20;2;2869;42.650.941,92;42.876.588,58;24827
L01EF01;PALBOCICLIB;60;1;179;2.530.019,20;2.547.191,70;1475
L01EF01;PALBOCICLIB;60;2;12111;175.036.559,78;175.373.897,08;101808
L01EF02;RIBOCICLIB;20;1;19;172.728,50;182.598,70;74
L01EF02;RIBOCICLIB;20;2;3362;57.444.853,50;57.900.605,11;25768
L01EF02;RIBOCICLIB;60;1;62;1.102.817,75;1.102.817,75;448
L01EF02;RIBOCICLIB;60;2;4522;69.350.246,41;69.568.569,77;32894
L01EF03;ABEMACICLIB;20;1;28;317.599,20;327.793,92;175
L01EF03;ABEMACICLIB;20;2;5517;75.577.694,64;76.439.169,12;41922
L01EF03;ABEMACICLIB;60;1;103;1.372.476,32;1.379.272,80;748
L01EF03;ABEMACICLIB;60;2;7142;95.380.757,79;95.770.440,75;52445
L01EG02;EVEROLIMUS;0;1;56;1.019.469,14;1.021.748,14;744
L01EG02;EVEROLIMUS;0;2;39;516.542,43;540.372,85;412
L01EG02;EVEROLIMUS;0;9;11;19.549,60;19.549,60;40
L01EG02;EVEROLIMUS;20;1;296;2.831.876,98;2.834.781,06;2073
L01EG02;EVEROLIMUS;20;2;1166;9.016.674,67;9.164.503,49;7821
L01EG02;EVEROLIMUS;20;9;11;16.054,15;16.054,15;31
L01EG02;EVEROLIMUS;60;1;537;2.574.687,79;2.574.687,79;2561
L01EG02;EVEROLIMUS;60;2;2149;10.690.392,20;10.732.884,06;11615
L01EH01;LAPATINIB;20;2;61;541.765,87;541.765,87;323
L01EH01;LAPATINIB;60;2;89;684.520,88;685.630,25;452
L01EH03;TUCATINIB;20;2;409;12.129.249,24;12.322.827,93;3019
L01EH03;TUCATINIB;60;1;13;225.343,59;225.343,59;49
L01EH03;TUCATINIB;60;2;349;9.336.433,23;9.345.436,89;2374
L01EJ01;RUXOLITINIB;0;1;102;1.731.955,52;1.744.611,90;738
L01EJ01;RUXOLITINIB;0;2;70;1.429.423,67;1.498.692,60;608
L01EJ01;RUXOLITINIB;0;9;12;217.202,96;235.931,66;74
L01EJ01;RUXOLITINIB;20;1;1005;23.383.045,86;23.504.117,23;8411
L01EJ01;RUXOLITINIB;20;2;756;15.669.514,55;15.791.336,39;5819
